epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,11.5704,0.96609,0.74645,1,0.65625,0.000414916,0.000414916,0.000414916
2,20.6278,0.65804,0.75355,1,0.62659,0.00082335,0.00082335,0.00082335
3,29.3366,0.61592,0.75355,1,0.58765,0.00122353,0.00122353,0.00122353
4,38.2517,0.60147,0.83649,1,0.46864,0.00121287,0.00121287,0.00121287
5,47.6389,0.55094,0.8673,1,0.36967,0.0012005,0.0012005,0.0012005
6,56.2738,0.51203,0.87915,1,0.31919,0.00118812,0.00118812,0.00118812
7,65.4973,0.46708,0.87678,1,0.31521,0.00117575,0.00117575,0.00117575
8,74.39,0.4715,0.8673,1,0.35779,0.00116337,0.00116337,0.00116337
9,83.3964,0.4505,0.87204,1,0.30819,0.001151,0.001151,0.001151
10,92.6116,0.43398,0.86967,1,0.37551,0.00113863,0.00113863,0.00113863
11,101.691,0.42535,0.87441,1,0.32234,0.00112625,0.00112625,0.00112625
12,110.539,0.39809,0.87915,1,0.31562,0.00111388,0.00111388,0.00111388
13,119.356,0.38642,0.86019,1,0.37039,0.0011015,0.0011015,0.0011015
14,128.919,0.3925,0.88626,1,0.32528,0.00108913,0.00108913,0.00108913
15,140.905,0.37964,0.88626,1,0.29852,0.00107675,0.00107675,0.00107675
16,151.827,0.35665,0.891,1,0.29485,0.00106437,0.00106437,0.00106437
17,163.176,0.34758,0.88389,1,0.3245,0.001052,0.001052,0.001052
18,173.694,0.35098,0.89336,1,0.30739,0.00103962,0.00103962,0.00103962
19,184.761,0.35774,0.90758,1,0.26334,0.00102725,0.00102725,0.00102725
20,195.83,0.3331,0.91469,1,0.24028,0.00101488,0.00101488,0.00101488
21,207.147,0.33776,0.86019,1,0.38029,0.0010025,0.0010025,0.0010025
22,218.459,0.34357,0.89573,1,0.28565,0.000990125,0.000990125,0.000990125
23,229.904,0.3174,0.8981,1,0.24833,0.00097775,0.00097775,0.00097775
24,240.924,0.31135,0.891,1,0.267,0.000965375,0.000965375,0.000965375
25,252.561,0.30636,0.90284,1,0.28326,0.000953,0.000953,0.000953
26,263.833,0.30861,0.8981,1,0.25323,0.000940625,0.000940625,0.000940625
27,274.81,0.32229,0.90047,1,0.24774,0.00092825,0.00092825,0.00092825
28,286.092,0.30396,0.86493,1,0.2997,0.000915875,0.000915875,0.000915875
29,296.835,0.30125,0.88389,1,0.28405,0.0009035,0.0009035,0.0009035
30,308.051,0.26932,0.92417,1,0.22881,0.000891125,0.000891125,0.000891125
31,318.878,0.28986,0.90521,1,0.23671,0.00087875,0.00087875,0.00087875
32,330.182,0.27912,0.88863,1,0.32653,0.000866375,0.000866375,0.000866375
33,341.633,0.27491,0.88863,1,0.2681,0.000854,0.000854,0.000854
34,352.403,0.26434,0.88626,1,0.30447,0.000841625,0.000841625,0.000841625
35,363.165,0.27454,0.91232,1,0.26153,0.00082925,0.00082925,0.00082925
36,374.103,0.26496,0.90521,1,0.23928,0.000816875,0.000816875,0.000816875
37,384.448,0.27663,0.89336,1,0.29563,0.0008045,0.0008045,0.0008045
38,395.781,0.26197,0.90047,1,0.29668,0.000792125,0.000792125,0.000792125
39,407.487,0.24889,0.90047,1,0.31183,0.00077975,0.00077975,0.00077975
40,419.266,0.24905,0.8981,1,0.24837,0.000767375,0.000767375,0.000767375
41,429.676,0.23896,0.91943,1,0.24689,0.000755,0.000755,0.000755
42,440.73,0.2407,0.90995,1,0.25341,0.000742625,0.000742625,0.000742625
43,451.494,0.23059,0.90758,1,0.24416,0.00073025,0.00073025,0.00073025
44,463.086,0.23332,0.91232,1,0.22362,0.000717875,0.000717875,0.000717875
45,474.827,0.22716,0.91469,1,0.3346,0.0007055,0.0007055,0.0007055
46,486.533,0.21651,0.92654,1,0.24899,0.000693125,0.000693125,0.000693125
47,496.98,0.22242,0.93128,1,0.31044,0.00068075,0.00068075,0.00068075
48,507.599,0.21604,0.91232,1,0.26675,0.000668375,0.000668375,0.000668375
49,519.189,0.22371,0.91232,1,0.31176,0.000656,0.000656,0.000656
50,530.541,0.22608,0.92654,1,0.21651,0.000643625,0.000643625,0.000643625
51,541.911,0.22114,0.91469,1,0.23758,0.00063125,0.00063125,0.00063125
52,552.73,0.21228,0.90995,1,0.2555,0.000618875,0.000618875,0.000618875
53,563.549,0.20242,0.91232,1,0.27645,0.0006065,0.0006065,0.0006065
54,573.821,0.22116,0.91943,1,0.23294,0.000594125,0.000594125,0.000594125
55,584.615,0.20512,0.90521,1,0.24484,0.00058175,0.00058175,0.00058175
56,595.342,0.19167,0.89336,1,0.30297,0.000569375,0.000569375,0.000569375
57,606.033,0.18635,0.92417,1,0.26088,0.000557,0.000557,0.000557
58,616.905,0.1744,0.9218,1,0.22662,0.000544625,0.000544625,0.000544625
59,628.219,0.19238,0.90995,1,0.25194,0.00053225,0.00053225,0.00053225
60,639.232,0.18579,0.91469,1,0.21701,0.000519875,0.000519875,0.000519875
61,650.447,0.18554,0.90758,1,0.29005,0.0005075,0.0005075,0.0005075
62,660.934,0.20423,0.91232,1,0.24267,0.000495125,0.000495125,0.000495125
63,672.658,0.16416,0.90521,1,0.27306,0.00048275,0.00048275,0.00048275
64,683.711,0.16105,0.90521,1,0.36853,0.000470375,0.000470375,0.000470375
65,694.409,0.18544,0.91469,1,0.26874,0.000458,0.000458,0.000458
66,705.104,0.18061,0.91943,1,0.29782,0.000445625,0.000445625,0.000445625
67,716.161,0.17669,0.90995,1,0.27531,0.00043325,0.00043325,0.00043325
68,727.039,0.15597,0.90758,1,0.28141,0.000420875,0.000420875,0.000420875
69,737.966,0.1579,0.90284,1,0.27976,0.0004085,0.0004085,0.0004085
70,748.901,0.15943,0.91469,1,0.24767,0.000396125,0.000396125,0.000396125
71,759.851,0.17138,0.9218,1,0.24121,0.00038375,0.00038375,0.00038375
72,771.13,0.14349,0.90521,1,0.25067,0.000371375,0.000371375,0.000371375
73,782.99,0.15037,0.90758,1,0.26827,0.000359,0.000359,0.000359
74,793.891,0.15136,0.8981,1,0.27612,0.000346625,0.000346625,0.000346625
75,805.778,0.1446,0.90284,1,0.35774,0.00033425,0.00033425,0.00033425
76,816.778,0.15261,0.90758,1,0.26711,0.000321875,0.000321875,0.000321875
77,828.789,0.14223,0.91943,1,0.25736,0.0003095,0.0003095,0.0003095
78,839.849,0.14061,0.91232,1,0.28404,0.000297125,0.000297125,0.000297125
79,850.906,0.13442,0.91232,1,0.27117,0.00028475,0.00028475,0.00028475
80,861.538,0.14207,0.90995,1,0.27749,0.000272375,0.000272375,0.000272375
81,873.104,0.12848,0.93128,1,0.28114,0.00026,0.00026,0.00026
82,884.349,0.13397,0.93365,1,0.22522,0.000247625,0.000247625,0.000247625
83,895.588,0.12935,0.92891,1,0.29729,0.00023525,0.00023525,0.00023525
84,906.898,0.12745,0.92417,1,0.2242,0.000222875,0.000222875,0.000222875
85,918.442,0.11497,0.9218,1,0.26497,0.0002105,0.0002105,0.0002105
86,930.028,0.11967,0.92891,1,0.245,0.000198125,0.000198125,0.000198125
87,941.378,0.1278,0.91943,1,0.237,0.00018575,0.00018575,0.00018575
88,953.727,0.12233,0.91706,1,0.25517,0.000173375,0.000173375,0.000173375
89,965.303,0.11829,0.92417,1,0.25911,0.000161,0.000161,0.000161
90,976.599,0.11408,0.92417,1,0.24504,0.000148625,0.000148625,0.000148625
91,990.263,0.12183,0.91469,1,0.25289,0.00013625,0.00013625,0.00013625
92,1001.39,0.12299,0.91706,1,0.30266,0.000123875,0.000123875,0.000123875
93,1012.81,0.12575,0.91943,1,0.27622,0.0001115,0.0001115,0.0001115
94,1024.21,0.1237,0.9218,1,0.2557,9.9125e-05,9.9125e-05,9.9125e-05
95,1035.57,0.12001,0.91943,1,0.24825,8.675e-05,8.675e-05,8.675e-05
96,1046.53,0.11094,0.92417,1,0.24089,7.4375e-05,7.4375e-05,7.4375e-05
97,1058.81,0.11863,0.91706,1,0.25177,6.2e-05,6.2e-05,6.2e-05
98,1069.7,0.10102,0.92417,1,0.2498,4.9625e-05,4.9625e-05,4.9625e-05
99,1081.67,0.10381,0.92417,1,0.24249,3.725e-05,3.725e-05,3.725e-05
100,1092.97,0.11179,0.91706,1,0.2463,2.4875e-05,2.4875e-05,2.4875e-05
